Nombre de Cuenta,Tipo de Cuenta,Nombre de Modulo Activo,Producto,Cantidad de PC,Cantidad de teléfonos Mobile,Cantidad de Usuarios,Calificación,Fecha de  Venta,Fecha de Alta,Fecha de baja Paljet,Fecha de Inicio PalJetERP,Estado
SAN MARTIN,Cliente,SAN MARTIN - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),15,,,Activo,02/12/2014,02/12/2014,,13/01/2015,
SAN MARTIN,Cliente,SAN MARTIN - Webservice,Web Service,15,,,Activo,02/12/2014,02/12/2014,,13/01/2015,
SAN MARTIN,Cliente,SAN MARTIN - Logistica,Módulo Logística,15,,,Activo,02/12/2014,02/12/2014,,13/01/2015,
SAN MARTIN,Cliente,Liquido Producto - Distribuidora San Martin,PalJet ERP Licencia Cliente (Terminales/frontend),15,,,Activo,02/12/2014,02/12/2014,,13/01/2015,Activo
ORPI,Cliente,ORPI - Facturación electrónica,Módulo Facturación electrónica (CAE),4,,,Activo,15/09/2014,15/09/2014,,03/11/2016,
ORPI,Cliente,ORPI - Empresa adicional,PalJet ERP Empresa adicional,4,,,Activo,15/09/2014,15/09/2014,,03/11/2016,
KÖRTE,Cliente,KÖRTE - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),6,,,Activo,01/09/2014,,,04/11/2014,
KÖRTE,Cliente,KÖRTE - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),6,,,Activo,01/09/2014,,,04/11/2014,Activo
INSUMOS REFRIGERACIONES,Cliente,INSUMOS REFRIGERACIONES - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),8,,,Activo,20/10/2014,20/10/2014,,20/10/2014,
WUIGNIER,Cliente,WUIGNIER - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),14,,,Activo,25/08/2014,25/08/2014,,01/09/2014,
WUIGNIER,Cliente,WUIGNIER - Contabilidad,Módulo Contabilidad,14,,,Activo,25/08/2014,25/08/2014,,01/09/2014,
WUIGNIER,Cliente,WUIGNIER - Multiempresa,PalJet ERP Empresa adicional,14,,,Activo,25/08/2014,25/08/2014,,01/09/2014,
AIRE TOTAL,Cliente,AIRE TOTAL - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),14,,,Activo,25/08/2014,25/08/2014,,14/08/2014,
AIRE TOTAL,Cliente,AIRE TOTAL - Contabilidad,Módulo Contabilidad,14,,,Activo,25/08/2014,25/08/2014,,14/08/2014,
SIA,Cliente,SIA - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - Contabilidad,Módulo Contabilidad,23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - Multiempresa,PalJet ERP Empresa adicional,23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - BI,Business Intelligence,23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - BBJet BtoB,BBJet B2B (hasta 150 usuarios),23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - Webservice,Web Service,23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
SIA,Cliente,SIA - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,23,,,Activo,01/07/2014,01/07/2014,,03/08/2015,
DOME,Cliente,DOME - Proyectos y fact. ciclica,Módulo Facturación Cíclica,3,,,Activo,01/06/2014,01/06/2014,,01/07/2014,
DOME,Cliente,DOME - Contabilidad,Módulo Contabilidad,3,,,Activo,01/06/2014,01/06/2014,,01/07/2014,
DOME,Cliente,DOME - Multiempresa (Cimpro SRL),PalJet ERP Empresa adicional,3,,,Activo,01/06/2014,01/06/2014,,01/07/2014,
DOME,Cliente,DOME - Logistica,Módulo Logística,3,,,Activo,01/06/2014,01/06/2014,,01/07/2014,
DOME,Cliente,DOME - PalJetERP,PalJet ERP estándar - Licencia servidor (backend),3,,,Activo,01/06/2014,01/06/2014,,01/07/2014,Activo
FRIO ARTICO,Cliente,FRIO ARTICO - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),12,,,Activo,05/06/2014,05/06/2014,,06/10/2014,
FRIO ARTICO,Cliente,FRIO ARTICO - Multiempresa,PalJet ERP Empresa adicional,12,,,Activo,05/06/2014,05/06/2014,,06/10/2014,
FRIO ARTICO,Cliente,FRIO ARTICO - Logistica,Módulo Logística,12,,,Activo,05/06/2014,05/06/2014,,06/10/2014,
CASA CARLITOS,Cliente,CASA CARLITOS - BBJet BtoB,BBJet B2B (hasta 150 usuarios),6,,,Activo,23/05/2014,23/05/2014,,02/06/2014,
CASA CARLITOS,Cliente,CASA CARLITOS - Web service,Web Service,6,,,Activo,23/05/2014,23/05/2014,,02/06/2014,
CASA CARLITOS,Cliente,CASA CARLITOS - Logística,Módulo Logística,6,,,Activo,23/05/2014,23/05/2014,,02/06/2014,
CASA CARLITOS,Cliente,CASA CARLITOS - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),6,,,Activo,23/05/2014,23/05/2014,,02/06/2014,Activo
SAN MIGUEL,Cliente,SAN MIGUEL - Logística,Módulo Logística,12,,,Activo,21/04/2014,21/04/2014,,04/01/2016,
SAN MIGUEL,Cliente,SAN MIGUEL - Facturación electrónica,Módulo Facturación electrónica (CAE),12,,,Activo,21/04/2014,21/04/2014,,04/01/2016,Activo
SAN MIGUEL,Cliente,SAN MIGUEL - BBJet Pretium,BBJet Pretium,12,,,Activo,21/04/2014,21/04/2014,,04/01/2016,Activo
SAN MIGUEL,Cliente,SAN MIGUEL - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),12,,,Activo,21/04/2014,21/04/2014,,04/01/2016,Activo
SAN MIGUEL,Cliente,SAN MIGUEL - Web Service,Web Service PalJet ERP (para integraciones),12,,,Activo,21/04/2014,21/04/2014,,04/01/2016,Activo
FIPHSA,Cliente,FIPHSA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),13,,,Activo,10/03/2014,10/03/2014,,03/04/2018,
FIPHSA,Cliente,FIPHSA - Contabilidad,Módulo Contabilidad,13,,,Activo,10/03/2014,10/03/2014,,03/04/2018,
DOLMAT,Cliente,DOLMAT - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),7,,,Activo,31/01/2014,31/01/2014,,07/04/2014,
DOLMAT,Cliente,DOLMAT - Logistica,Módulo Logística,7,,,Activo,31/01/2014,31/01/2014,,07/04/2014,
DOLMAT,Cliente,DOLMAT - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),7,,,Activo,31/01/2014,31/01/2014,,07/04/2014,Activo
EL TROPEZÓN,Cliente,EL TROPEZÓN - Contabilidad,Módulo Contabilidad,18,,,Activo,05/02/2014,05/02/2014,,24/11/2015,
EL TROPEZÓN,Cliente,EL TROPEZÓN - Web Service,Web Service,18,,,Activo,05/02/2014,05/02/2014,,24/11/2015,
EL TROPEZÓN,Cliente,EL TROPEZÓN - Logística,Módulo Logística,18,,,Activo,05/02/2014,05/02/2014,,24/11/2015,
EL TROPEZÓN,Cliente,EL TROPEZÓN - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,18,,,Activo,05/02/2014,05/02/2014,,24/11/2015,
LINARES,Cliente,LINARES - Contabilidad,Módulo Contabilidad,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,
LINARES,Cliente,LINARES - Web Service,Web Service,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,
LINARES,Cliente,LINARES - Logística,Módulo Logística,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,
LINARES,Cliente,LINARES - Facturación electrónica,Módulo Facturación electrónica (CAE),17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,
LINARES,Cliente,LINARES - Business Intelligence,Instalación Business Intelligence,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,Activo
LINARES,Cliente,LINARES - BBJet Pretium,BBJet Pretium,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,
LINARES,Cliente,LINARES - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,Activo
LINARES,Cliente,LINARES - BBjJet Mobile Preventa,BBJet Mobile Preventa Licencia servidor,17,,,Activo,04/02/2014,04/02/2014,,01/09/2014,Activo
TECNOPERFIL,Cliente,TECNOPERFIL - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - Multiempresa,PalJet ERP Empresa adicional,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - Alquileres,Módulo Alquileres / Rental,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - BBJet BtoB,BBJet BtoB,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - Webservice,Web Service,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - Logística,Módulo Logística,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,
TECNOPERFIL,Cliente,TECNOPERFIL - Automatizador de informes,Automatizador de informes,8,,,Activo,30/12/2013,30/12/2013,,13/05/2014,Activo
SOTELO,Cliente,SOTELO - Contabilidad,Módulo Contabilidad,6,,,Activo,06/01/2014,06/01/2014,,01/04/2014,
SOTELO,Cliente,SOTELO - Multiempresa,PalJet ERP Empresa adicional,6,,,Activo,06/01/2014,06/01/2014,,01/04/2014,
SILPAT,Cliente,SILPAT - Facturación electrónica,Módulo Facturación electrónica (CAE),5,,,Activo,04/12/2013,04/12/2013,,11/03/2014,Activo
FERRARO MATERIALES,Cliente,FERRARO MATERIALES - Logistica,Módulo Logística,40,,,Activo,27/11/2013,27/11/2013,,05/01/2015,
FERRARO MATERIALES,Cliente,FERRARO MATERIALES - Factura electrónica,Módulo Facturación electrónica (CAE),40,,,Activo,27/11/2013,27/11/2013,,05/01/2015,
FERRARO MATERIALES,Cliente,FERRARO MATERIALES - Business Intelligence,Business Intelligence,40,,,Activo,27/11/2013,27/11/2013,,05/01/2015,Activo
FERRARO MATERIALES,Cliente,BBJet ML 2.0,BBJet ML (v. 2.0),40,,,Activo,27/11/2013,27/11/2013,,05/01/2015,Activo
FERRARO MATERIALES,Cliente,FERRARO MATERIALES - BBJet BtoB,BBJet BtoB,40,,,Activo,27/11/2013,27/11/2013,,05/01/2015,Activo
DON MANFREDO,Cliente,DON MANFREDO - Logistica,Módulo Logística,5,,,Activo,16/10/2013,16/10/2013,,19/08/2014,
SERVIPLAST,Cliente,SERVIPLAST - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),5,1,,Activo,10/10/2013,10/10/2013,,01/03/2014,
SERVIPLAST,Cliente,SERVIPLAST - Contabilidad,Módulo Contabilidad,5,1,,Activo,10/10/2013,10/10/2013,,01/03/2014,
SERVIPLAST,Cliente,SERVIPLAST - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,5,1,,Activo,10/10/2013,10/10/2013,,01/03/2014,Activo
SERVIPLAST,Cliente,SERVIPLAST - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),5,1,,Activo,10/10/2013,10/10/2013,,01/03/2014,Activo
FERRARIS,Cliente,FERRARIS - Logística,Módulo Logística,12,,,Activo,27/09/2013,27/09/2013,,01/07/2014,
FERRARIS,Cliente,FERRARIS - Facturación electrónica,Módulo Facturación electrónica (CAE),12,,,Activo,27/09/2013,27/09/2013,,01/07/2014,Activo
FERRARIS,Cliente,FERRARIS - Empresa adicional,PalJet ERP Empresa adicional,12,,,Activo,27/09/2013,27/09/2013,,01/07/2014,Activo
FERRARIS,Cliente,FERRARIS - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),12,,,Activo,27/09/2013,27/09/2013,,01/07/2014,Activo
GRALIFER,Cliente,GRALIFER - Contabilidad,Módulo Contabilidad,30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,
GRALIFER,Cliente,GRALIFER - Multiempresa,PalJet ERP Empresa adicional,30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,
GRALIFER,Cliente,GRALIFER - Sincronismo de BD,Abono mensual - Sincronismo de base de datos (actualización de artículos y precios),30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,Inactivo
GRALIFER,Cliente,GRALIFER - Facturación electrónica,Módulo Facturación electrónica (CAE),30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,
GRALIFER,Cliente,GRALIFER - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,Activo
GRALIFER,Cliente,GRALIFER - Web Service,Web Service PalJet ERP (para integraciones),30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,Activo
GRALIFER,Cliente,GRALIFER - BBJet BtoB,BBJet BtoB,30,,,Activo,27/08/2013,27/08/2013,,01/08/2016,Activo
LARRANG,Cliente,LARRANG - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),13,,,Activo,20/08/2013,20/08/2013,,10/03/2014,
LARRANG,Cliente,LARRANG - Contabilidad,Módulo Contabilidad,13,,,Activo,20/08/2013,20/08/2013,,10/03/2014,
LARRANG,Cliente,LARRANG - Logistica,Módulo Logística,13,,,Activo,20/08/2013,20/08/2013,,10/03/2014,
MAGAFLA,Cliente,MAGAFLA - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),16,,,Activo,04/11/2013,04/11/2013,,04/11/2013,
MAGAFLA,Cliente,MAGAFLA - Multiempresa,PalJet ERP Empresa adicional,16,,,Activo,04/11/2013,04/11/2013,,04/11/2013,
MAGAFLA,Cliente,MAGAFLA - Webservice,Web Service,16,,,Activo,04/11/2013,04/11/2013,,04/11/2013,
MAGAFLA,Cliente,MAGAFLA - Synch,Sincronismo PalJet Synch,16,,,Activo,04/11/2013,04/11/2013,,04/11/2013,
MAGAFLA,Cliente,MAGAFLA - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),16,,,Activo,04/11/2013,04/11/2013,,04/11/2013,Activo
CENTRO HIERRO,Cliente,CENTRO HIERRO - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),22,,,Activo,17/05/2013,17/05/2013,,13/01/2014,
CENTRO HIERRO,Cliente,CENTRO HIERRO - Multiempresa,PalJet ERP Empresa adicional,22,,,Activo,17/05/2013,17/05/2013,,13/01/2014,
CENTRO HIERRO,Cliente,CENTRO HIERRO - Logistica,Módulo Logística,22,,,Activo,17/05/2013,17/05/2013,,13/01/2014,
CENTRO HIERRO,Cliente,CENTRO HIERRO - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),22,,,Activo,17/05/2013,17/05/2013,,13/01/2014,Activo
AUTOPARTES,Cliente,AUTOPARTES - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,AUTOPARTES - Contabilidad,Módulo Contabilidad,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,AUTOPARTES - Empresa adicional,PalJet ERP Empresa adicional,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,AUTOPARTES - Business Intelligence,Business Intelligence,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,AUTOPARTES - BBJet BtoB,BBJet BtoB,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,AUTOPARTES - Web Service,Web Service,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,
AUTOPARTES,Cliente,Mercado Libre 2.0,BBJet ML (v. 2.0),21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,Activo
AUTOPARTES,Cliente,AUTOPARTES - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,Activo
AUTOPARTES,Cliente,AUTOPARTES - BBJet Gestión de Inventario,BBJet Gestion de inventario,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,Activo
AUTOPARTES,Cliente,AUTOPARTES - BBJet Recursos,BBJet Recursos,21,,,Activo,16/04/2013,16/04/2013,,27/05/2013,Activo
TODO TOYOTA,Cliente,TODO TOYOTA - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),10,,,Inactivo,12/08/2013,12/08/2013,31/10/2020,12/08/2013,
TODO TOYOTA,Cliente,TODO TOYOTA - Contabilidad,Módulo Contabilidad,10,,,Inactivo,12/08/2013,12/08/2013,31/10/2020,12/08/2013,
TODO TOYOTA,Cliente,TODO TOYOTA - Logistica,Módulo Logística,10,,,Inactivo,12/08/2013,12/08/2013,31/10/2020,12/08/2013,
SANTA RITA,Cliente,SANTA RITA - BBJet Pretium,BBJet Pretium,26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,
SANTA RITA,Cliente,SANTA RITA - Contabilidad,Módulo Contabilidad,26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,
SANTA RITA,Cliente,SANTA RITA - Multiempresa,PalJet ERP Empresa adicional,26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,
SANTA RITA,Cliente,SANTA RITA - BI,Business Intelligence,26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,
SANTA RITA,Cliente,SANTA RITA - Logistica,Módulo Logística,26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,
SANTA RITA,Cliente,SANTA RITA - Factura electrónica,Módulo Facturación electrónica (CAE),26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,Activo
SANTA RITA,Cliente,SANTA RITA - Sincronismo de base de datos,Sincronismo de Base de datos (actualización de artículos y precios),26,,,Activo,27/03/2013,27/03/2013,,19/05/2014,Activo
GOGORZA,Cliente,GOGORZA - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),18,,,Activo,04/03/2013,04/03/2013,,16/07/2013,
GOGORZA,Cliente,GOGORZA - Logistica,Módulo Logística,18,,,Activo,04/03/2013,04/03/2013,,16/07/2013,
GOGORZA,Cliente,BBJet Pretium,BBJet Pretium,18,,,Activo,04/03/2013,04/03/2013,,16/07/2013,Activo
HODASAN,Cliente,HODASAN - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),6,,,Inactivo,15/02/2013,15/02/2013,01/01/2024,02/10/2013,
PINTURERIA ROSA LARRIEU,Cliente,PINTURERIA ROSA LARRIEU - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),5,,,Activo,28/09/2012,28/09/2012,,18/03/2013,
ROUTER,Cliente,ROUTER - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,
ROUTER,Cliente,ROUTER - Contabilidad,Módulo Contabilidad,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,
ROUTER,Cliente,ROUTER - Empresa adicional,PalJet ERP Empresa adicional,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,
ROUTER,Cliente,ROUTER - Web Service,Web Service,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,
ROUTER,Cliente,ROUTER - Logística,Módulo Logística,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,
ROUTER,Cliente,ROUTER - Tienda BtoC,Tienda BtoC,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,Inactivo
ROUTER,Cliente,ROUTER - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,Inactivo
ROUTER,Cliente,ROUTER - BBJet Pretium,BBJet Pretium,101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,Activo
ROUTER,Cliente,ROUTER - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),101,,,Activo,02/01/2013,02/01/2013,,14/11/2013,Activo
VERGARA,Cliente,VERGARA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Contabilidad,Módulo Contabilidad,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Empresa adicional,PalJet ERP Empresa adicional,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Logística,Módulo Logística,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Créditos,Módulo PalJet Créditos,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Factura de Crédito Electrónica,Módulo Factura de crédito electrónica,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - Empresa adicional (RS: Vergara Moisés David),PalJet ERP Empresa adicional,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,Activo
VERGARA,Cliente,VERGARA - BBJet SMS,BBJet SMS,19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,
VERGARA,Cliente,VERGARA - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),19,,,Activo,13/12/2012,13/12/2012,,01/12/2014,Activo
EGSA,Cliente,EGSA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),25,,,Activo,24/01/2013,24/01/2013,,01/09/2013,
EGSA,Cliente,EGSA - Contabilidad,Módulo Contabilidad,25,,,Activo,24/01/2013,24/01/2013,,01/09/2013,
EGSA,Cliente,EGSA - Empresa adicional,PalJet ERP Empresa adicional,25,,,Activo,24/01/2013,24/01/2013,,01/09/2013,
EGSA,Cliente,EGSA - Business Intelligence,Business Intelligence,25,,,Activo,24/01/2013,24/01/2013,,01/09/2013,
EGSA,Cliente,EGSA - Web Service,Web Service,25,,,Activo,24/01/2013,24/01/2013,,01/09/2013,
PETROLAUQUEN,Cliente,PETROLAUQUEN - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),9,2,,Activo,13/11/2012,13/11/2012,,14/01/2013,Activo
PETROLAUQUEN,Cliente,PETROLAUQUEN - Web Service,Web Service PalJet ERP (para integraciones),9,2,,Activo,13/11/2012,13/11/2012,,14/01/2013,Activo
PETROLAUQUEN,Cliente,PETROLAUQUEN - BBJet Gestión de Inventario,BBJet Gestion de inventario,9,2,,Activo,13/11/2012,13/11/2012,,14/01/2013,Activo
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - Contabilidad,Módulo Contabilidad,25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - Logística,Módulo Logística,25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - Web Service,Web Service PalJet ERP (para integraciones),25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,Activo
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - BBJet Recursos,BBJet Recursos,25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,Activo
IMPERIO DEL CERAMICO,Cliente,IMPERIO DEL CERAMICO - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),25,,,Activo,31/10/2012,31/10/2012,,27/06/2013,Activo
CORRALON MORTEROS SRL,Cliente,CORRALON MORTEROS SRL - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),6,,,Activo,24/10/2012,,,07/01/2013,
CORRALON MORTEROS SRL,Cliente,CORRALON MORTEROS SRL - Contabilidad,Módulo Contabilidad,6,,,Activo,24/10/2012,,,07/01/2013,
CORRALON MORTEROS SRL,Cliente,CORRALON MORTEROS SRL - Factura de crédito,Módulo Factura de crédito electrónica,6,,,Activo,24/10/2012,,,07/01/2013,
PUNTA TOLEDO,Cliente,PUNTA TOLEDO - BBJet BtoB,BBJet B2B (hasta 150 usuarios),15,,,Activo,03/09/2012,03/09/2012,,05/03/2013,
PUNTA TOLEDO,Cliente,PUNTA TOLEDO - Contabilidad,Módulo Contabilidad,15,,,Activo,03/09/2012,03/09/2012,,05/03/2013,
PUNTA TOLEDO,Cliente,PUNTA TOLEDO- Facturación Electrónica,Módulo Facturación electrónica (CAE),15,,,Activo,03/09/2012,03/09/2012,,05/03/2013,
PUNTA TOLEDO,Cliente,PUNTA TOLEDO- Web Service,Web Service,15,,,Activo,03/09/2012,03/09/2012,,05/03/2013,
MARCHAL,Cliente,MARCHAL - Contabilidad,Módulo Contabilidad,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,
MARCHAL,Cliente,MARCHAL - BBJet BtoB,BBJet BtoB,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,
MARCHAL,Cliente,MARCHAL - Web Service,Web Service,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,
MARCHAL,Cliente,MARCHAL - Logística,Módulo Logística,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,
MARCHAL,Cliente,MARCHAL - BBJet Recursos,BBJet Recursos,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,Activo
MARCHAL,Cliente,FACTURA ELECTRÓNICA,Módulo Facturación electrónica (CAE),19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,Activo
MARCHAL,Cliente,MARCHAL - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,Activo
MARCHAL,Cliente,MARCHAL - BBJet Pretium,BBJet Pretium,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,Activo
MARCHAL,Cliente,MARCHAL - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,19,,,Activo,22/08/2012,22/08/2012,,01/10/2012,Activo
REFRIGERACION MR,Cliente,REFRIGERACION MR- Facturación Electrónica,Módulo Facturación electrónica (CAE),12,,,Activo,10/08/2012,10/08/2012,,16/10/2012,
REFRIGERACION MR,Cliente,REFRIGERACION MR - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),12,,,Activo,10/08/2012,10/08/2012,,16/10/2012,Activo
MERCONOR,Cliente,MERCONOR - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),24,,,Activo,24/07/2012,24/07/2012,,07/03/2013,
MERCONOR,Cliente,MERCONOR - Contabilidad,Módulo Contabilidad,24,,,Activo,24/07/2012,24/07/2012,,07/03/2013,
MERCONOR,Cliente,MERCONOR - Empresa adicional,PalJet ERP Empresa adicional,24,,,Activo,24/07/2012,24/07/2012,,07/03/2013,
MERCONOR,Cliente,MERCONOR - BBJet Gestión de inventario,BBJet Gestion de inventario,24,,,Activo,24/07/2012,24/07/2012,,07/03/2013,
MERCONOR,Cliente,MERCONOR - BBJet Expedición,BBJet Expedición,24,,,Activo,24/07/2012,24/07/2012,,07/03/2013,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - BBJet Pretium,BBJet Pretium,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - Contabilidad,Módulo Contabilidad,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
DISTRIBUIDORA PARA MASCOTAS,Cliente,DISTRIBUIDORA PARA MASCOTAS - BI,Business Intelligence,12,10,,Activo,19/07/2012,19/07/2012,,22/11/2012,
